repository_relative_path,scope,git_blob_oid,sha256,artifact_class,source,source_revision,rights_evidence_reference,modifications_made_by_project,required_notices,current_tree_disposition,historical_retention_disposition,privacy_security_disposition,decision_authority_role,decision_record_id,review_date
data/processed/sonnets_expanded_v6/poems/alfieri_lvi_vorrebbe_lasciare_per_sempre_l_italia_ma_non_puo_vi_e_la_sua_donna.txt,current_tree,d088bd0bedb5b868c6b7d35ca783368017c9ef6d,e70bb6c1950a3731f709b2bb241201b302e81a54a85e570db040f719494d5ef0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_lviii_non_ispera_da_suoi_versi_altra_fama_che_di_sincero_amatore.txt,current_tree,18b01198da5daa52a2c3a1faf5bf87d0f6e73a60,f6be0c402336f4518315370903d7aa054219113abe8e2e4559309f43e4ee8fe9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_lxii_effetti_d_amore_collocato_in_degna_persona.txt,current_tree,b4bbd691b84c050d728b72a87cf5df687327cefe,0d330d9d125883c289562737232e21cc773bb87bc17bc4df9032c341fdb54691,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_lxix_vorrebbe_cantar_d_altro_che_della_sua_donna_ma_non_puo.txt,current_tree,f27038697b34221dad3f375fd1f2fa83cf5f60f2,ca98733a21d46306d715167c1eac7a97d459621978801dc6b9c1ea0a9897f2e3,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_lxxv_meravigliosi_effetti_suscitati_dalla_vista_della_contessa_a_baden.txt,current_tree,364996f232735ae21e5ce3b58e05b0079d79d20b,5b7c571f80095b46c60f63ee7a539ddf4a9863627194b4f3cbcda4480394c840,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_lxxxvii_sullo_stesso_soggetto.txt,current_tree,61ab6ac890aa018f8008a90523a493a3f7e4504c,4fcb613a17e1224fcd33da7051f9e6c65cd45ea95c3f6def95bd821a23e47a1f,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_viii_alla_morte.txt,current_tree,ea3bb45efbb231698afabb03160158db524e4571,4e41272ffbeab54799077eb45d6e2b802244d80f5fa71c5b25165b96199efc68,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xc_gioisce_e_soffre_nell_avvicinarsi_alla_sua_donna.txt,current_tree,25aed0032f5a2be12f5b646afef204d2b82a4965,2d2b85b05dd0fe619507d94268e2882affb546abcb2ce893f0d54d7a8f846b1b,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xciv_deboli_speranze_e_dolore_certo.txt,current_tree,5c74bd8d544cb9c8c90e834e687cb31a58233f48,c8258e16b4b9a0ca7d657483ea3cdb7a5a9d39927c5f9ffaec65d711a200d5ed,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xcviii_ancora_per_francesco_gori_gandellini.txt,current_tree,7887b791ac90a3effc1190dd66e158d9038ae1e8,5db4404e7d270fc0a60351a760c5c5ce4f92f87dde77e78a67509f105b80478c,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xiv_si_duole_perche_non_puo_andar_dalla_sua_donna.txt,current_tree,b50eb12d73446084bc9da0ff9f26584d6e7b320b,9e2e9e5e4c702f3b58c05dbb64b90c539a7d825da48a08ddb98177c720d5da58,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xl_lontano_dalla_sua_donna_rivolge_a_lei_il_suo_pensiero.txt,current_tree,a973557e09ba6ce9a76eb6f280de9c8731aa3d34,5ab32f8204efe7063c7497fe2d1819e84c94ed8640593ea68fda39a9c0b696b0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xvi_loda_gli_occhi_della_sua_donna.txt,current_tree,64179e85313dfe31e2b5395e9bd12cdb2477e81f,e7c369fc5d9ce38dcd92ff9a86cb8e1cbe3b76249318ab9592184fa11da5f0d2,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xviii_amo_altre_volte_ma_senza_che_amore_gli_ispirasse_nulla_di_buono.txt,current_tree,7bc2329e11ecd0db1be6394976b6cd7c0d25c8bf,76c6c746c126fdc291db1ef8f8d733f14ef71ddbb28510ac4e1b04d890100f9e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xxii_l_annoia_lo_sdottorare_de_forestieri_che_capitano_in_italia.txt,current_tree,449ad064b804176bd563d3d7342715e702dc467b,d4a5ccdf4ef84f7dd205b16dfb7c4db3a9ed7b23aeabeb201cf9aceebfd784db,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xxix_vorrebbe_l_aspetto_della_natura_conforme_al_suo_stato_doloroso.txt,current_tree,bc77dc09bbfdd16d5e6fb1bde8ee546fd1a9ed9c,bd4811d7bd94db48b4fecb1612d5c657136e15a9e6cce46197c4a7d48368066d,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xxv_la_morte_di_alessandro_il_macedone.txt,current_tree,d84cac0516056456faa0adb146f4782495ba9cde,a9af1dfd8dda29fba617735ae2da027ac5a60a13b9dee24cae4006dea67d7228,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xxvi_contro_la_propria_avarizia.txt,current_tree,a45f422206ef201d4be2dfad9f499d7104d4472d,69283ef350b14e7025375808c4d3bce88d6a55aa9a4b8eb8286f23c0cf61c001,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xxviii_disperazione_e_speranza.txt,current_tree,2a1d1acbfd07ab0d9754d7ea887dc036c4d20403,844e004fa9277ff0f88a60c1cd6b1220d0e5aca68ddab6c6089e037a0bd9e7bf,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/alfieri_xxxi_la_cupola_di_san_pietro.txt,current_tree,54366ff77e659bbed8f5f720093948a78b0188f5,fcf5a4126c848b09c2837f592855e6d68cbf703b5815b324c9e0f91a1796edda,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxi_clxxii_sonetto_clxxi.txt,current_tree,6e0964d7083a8099a78e264d428aba79c02c5b65,d3fa1330a1bbb974fe789a4a6fed90b749caa4697f0739a6f54832c08ae60fa2,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxi_clxxii_sonetto_clxxii.txt,current_tree,fd40a7ff77e58d5c78c7775c9c177648f66b6834,7db71a264437b3441c4af489c3bd3365ce8229dc18abdff98a671f567de79606,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxiii_clxxiv_sonetto_clxxiii.txt,current_tree,744c5464244ad409d0675bc1befc91c8e29b5180,5d9920c00fb9ccc6bc34f5d3661e4761960231146626a14db16cc48a47f1c7bf,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxiii_clxxiv_sonetto_clxxiv.txt,current_tree,9df81de0af9116ec1c02f75c8b56cdf3f4eb7517,f383d4e4f0448469c108b5b302d56f7b34bd17234e4a53d0a30356d24dd8517e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxix_clxxx_sonetto_clxxviiii.txt,current_tree,d3dc9e0de30294e3f6b6853baf6166ddbab0dffc,37b2fecb0577922f7f9720f4f527ac9d075b514678f583a599c24f774e1d56d0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxix_clxxx_sonetto_clxxx.txt,current_tree,55358f7913b95ebc61fb99d416a143d09152c501,870846bc78667dcc0573193370e895ff226f45caa3830a8bb43f475879c80e6b,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxv_clxxvi_sonetto_clxxv.txt,current_tree,693989bdb0d118d0c5eec52aa154787be994ba5b,447c6e036664dc12c0cc333bea5ed0b9fe0ae45b060c948b06571ac80517f071,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxv_clxxvi_sonetto_clxxvi.txt,current_tree,253dfff8a4331010a440c9d66b845276d7bad7d9,25b8d034c65cbfd39f80dff66f0976d554f3ded042a234c3f6f3643142729815,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxvii_clxxviii_sonetto_clxxvii.txt,current_tree,0e9c385ad723d6fda9101815eb0a0ea648e3b428,09a3960af6ae7c40b7228a6d196871774528564e26b2fb1e9756e72875a548cc,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxvii_clxxviii_sonetto_clxxviii.txt,current_tree,7918367f7bcc3f3e4ad92b9a2a09d8dee9890d0b,39035d48ecff3ca2d666353f513a9880446d718c5a15ab69ae569dc00d742aae,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxxi_clxxxii_sonetto_clxxxi.txt,current_tree,bd91630682ab85d482c0a1ecf6b74b546bafa30c,e4dc543bfd0cb0bf373f99edc3f6612a97ff5b8f938449a24a198a55fea0776a,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxxi_clxxxii_sonetto_clxxxii.txt,current_tree,805f88303861746ec5319df4b5d6eebf05247395,c0436657c2e5ad212d3239da66c49d87e57c0556f7f9caac83d7f4d0cca9c7ca,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxxiii_clxxxiv_sonetto_clxxiii.txt,current_tree,833b695310f04404c0579b821902a5ca4af79bd6,8ac5f35aea3130dcc8708a723c96d419e4d990d435b841493a306421def8bb71,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetti_clxxxiii_clxxxiv_sonetto_clxxxiiii.txt,current_tree,4fceaa00208abeaaadd833773e853f903e875b7c,7dc3c9df701c269623eea3b117ec9fcd667deda8bed72b7f5a042d4931743dc4,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_c.txt,current_tree,53cb4a61533e62005d508fb48941255ca031d547,df8fa91f431a2fe05907f6f6d4a235662346dceb40a5e5718673a834bb3c4da9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_ci.txt,current_tree,de2d0d375ee7db319cadf290c2fee78cefba8113,71f5300e5369f5df73d00db235ac6792751ea03a86e3253fb2bb634483a093dc,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_cii.txt,current_tree,8c2a382e9818ae3a87c43c956343bcada4a1c1a6,7084b40670b395b687969850546815640281fd58eec95c13ffd2640f880dcdc5,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_ciii.txt,current_tree,9226f037a62c57194bc7ce9d71d93a1e607317a6,c673326fa1860043f9a48d11d3a82cd309df6978f07c72904b990703ce3cd8c9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_civ.txt,current_tree,99b8d06ac9471039ac0f58a47672125b3be85a82,dc775fae4d3b1f46c9bbd422cd54e648e72ea7371c82f14812ece35aa785a4c0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_cix.txt,current_tree,6720c741ffe8efd1939370ac1196b85afc3a6782,ce600be1dba68bee105343979a16f15fab637cadc6a9193cd6541aab7ea48694,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_cl.txt,current_tree,5eeff5a8eedb1c4a870a3285249999d9ed29d9f4,41ffd98506c015c9909fae62bcb686dadbca330712567a74eaec0756ff166b44,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_cli.txt,current_tree,dca4c10991189a227ba2b60bd3710d45de21c865,4af87fbcb42e0f94f9f526781be3182fb5dbec6e318a4ae2b43905fb0008027c,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clii.txt,current_tree,c61652a44e73bd2ceeb92279010a8e0b8d2ed273,b5529a2a2c655a25832d4128f1784b55baa685b40c5a3ea0b6c7e08f41a9f1a4,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_cliii.txt,current_tree,a70fb32973880761c21a4cc90f66ce7f868b18b3,b8acfc5c75c08b16e5d15b7787e2f5a4c21f6a2af65ad4f8f56c216f859346ac,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_cliv.txt,current_tree,42b5f3fdce3a8d9d296c51825f655327c9d2bff1,502adc66f39993a490b947ccce0237cd49c743ac556a0984b0ad255d410f3fea,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clix.txt,current_tree,6f4b103da81f0544915938fff38e9a2272a99ebb,66a57e72dbe5d7b98343d7faa1ab445efd5c6e2e8bb7995839488c33dc7113bc,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clv.txt,current_tree,5ff224da8ddbf9378717ebb489ac5cf6b28950ea,4d830c33a81392dd01193f9c4dc3abff44320df4c5ee63ff5d6afebb2ee57a4e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clvi.txt,current_tree,73a00ef38a10488c62690dcf5306ee7ecaf7ac19,940c914378375c9a58ac637a0c514096006e3ba24095ba61c3898affbb0abb89,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clvii.txt,current_tree,39032002a98336fd377798217d98b7a7b66b9156,503952fa54ad4dd005e554b740c0f4ec56d227f065234dd991e76272b0974b5f,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clviii.txt,current_tree,e746f7d71ebae0aa9550b60435e44ba0d92b5653,fb2f9eb500b13dd31e458d0454a0cb37687ab6ca5754ec285a6a2a1c12cb18c5,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clx.txt,current_tree,06ea92ee1d2d42b8386afee4c77b7e823a6d257e,f8d7ff529fc43356409e77da41a8dd306411758e7e115e3146633cba1e03a6fa,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxi.txt,current_tree,7b651fe5ba2a48cd15e33b855eb761b56b6bf400,42b52f19148a27eb3a367a5be4ff8aeee954e2b0271e75ae9aa1fc512e86fa91,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxii.txt,current_tree,fd9731fea7010634f280f01413057a7f22defa66,bb80e6703ec368b2b34b4736594c758ab30fc8d52ae1b66840fa3d2c41502e13,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxiii.txt,current_tree,1de6a2875ae57f8dac92b29940dc41d2174056db,a2842629bbb6ba7c83dcb63f3f27713d448f34806aceca04842b23562786e037,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxiv.txt,current_tree,3f7990303c853ea7b5a7058807a91fdeb927ad7e,2be9a1fedd85bfe318a9300a25708160019fd28231869ce4553c9f3dbf174353,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxix.txt,current_tree,da3fbc5f30f58d2418e03c3590dd6c7ffe510bf4,4b5acdd81747c4bfa2c065cc49b0ec36447b5aab8d0bba2271ed9d3232c2fd1a,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxv.txt,current_tree,585230f4b043ff67c18d00ff0b9b8b16b89b7aad,1d326e84ce0a2688d0e1ec2fbe8d48c4fb44b4773a447a8d6010866255c21315,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxvi.txt,current_tree,176977a0292f80e5bb0b00af0cd8368d51095853,02afce0f02ce7514fec32f0d9c2e6ee4c7f93f7d26d727eb099eb72af8eb3944,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxvii.txt,current_tree,b56a7f855559bfe116530354e4870f5c6443a7e8,36ded9588a98bc4df46d9f64afbd73cff020a5695be7fb212e34838f6fb0ce47,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxviii.txt,current_tree,331ca0bef160e2ed954e23cfa98f06f541bbd9a4,8c6d09bdd505fe23f18b8e66ccea281cf136b7e9569ce557579d4f14581ed046,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxx.txt,current_tree,9f30885893204d74e5fc7864f262fef2785304ba,31ecd9f032da77360b935336083080510bf740b191774c665e39b2428ebb6911,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v6/poems/andreini_sonetto_clxxxix.txt,current_tree,031316f2e53ae589a39b6bc7175adb0533d420fe,0676a401e44385c08dc4fd69f42f6278084ad8328c01d1b6b54419b4b0ceee8f,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
