object_id,wordpress_id,title,authors,periods,genres,languages,source_publisher,source_publication_place,source_publication_date,source_identifier,family_key,canonical_status,canonical_object_id,role,role_reason,estimated_characters,estimated_min_tokens,estimated_max_tokens,landing_page_url,xml_url
bibit001430,137696,Per una donna malata di malattia lunga e mortale,"Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::per una donna malata di malattia lunga e mortale,selected,bibit001430,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit001430,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001430
bibit001666,138148,Pompeo in Egitto,"Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::pompeo in egitto,selected,bibit001666,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit001666,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001666
bibit000334,135618,Premessa all'ultimo canto di Saffo,"Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::premessa all ultimo canto di saffo,selected,bibit000334,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit000334,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000334
bibit000172,135304,"Presentazione delle Canzoni (Nuovo Ricoglitore, 1825)","Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::presentazione delle canzoni nuovo ricoglitore 1825,selected,bibit000172,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit000172,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000172
bibit001279,137414,Principio di un rifacimento del Saggio sopra gli errori popolari degli antichi,"Leopardi, Giacomo",800,Trattati,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::principio di un rifacimento del saggio sopra gli errori popolari degli antichi,selected,bibit001279,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001279,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001279
bibit000329,135610,Prose varie (1809),"Leopardi, Giacomo",800,Narrativa,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::prose varie 1809,selected,bibit000329,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,495550,123887,165184,http://www.bibliotecaitaliana.it/scheda/bibit000329,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000329
bibit000583,136094,Ragionamento d'Isocrate a Filippo,"Leopardi, Giacomo",800,Traduzioni e volgarizzamenti,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::ragionamento d isocrate a filippo,selected,bibit000583,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,23924,5981,7975,http://www.bibliotecaitaliana.it/scheda/bibit000583,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000583
bibit000088,135140,Saggio sopra gli errori popolari degli antichi,"Leopardi, Giacomo",800,Trattati,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::saggio sopra gli errori popolari degli antichi,selected,bibit000088,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000088,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000088
bibit000372,135690,Sansone (1809),"Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::sansone 1809,selected,bibit000372,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit000372,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000372
bibit000606,136140,Scherzi epigrammatici,"Leopardi, Giacomo",800,Traduzioni e volgarizzamenti,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::scherzi epigrammatici,selected,bibit000606,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,23924,5981,7975,http://www.bibliotecaitaliana.it/scheda/bibit000606,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000606
bibit000105,135172,Scritti vari,"Leopardi, Giacomo",800,Narrativa,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::scritti vari,selected,bibit000105,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,495550,123887,165184,http://www.bibliotecaitaliana.it/scheda/bibit000105,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000105
bibit001496,137824,Scritti vari (1810),"Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::scritti vari 1810,selected,bibit001496,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit001496,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001496
bibit000290,135534,Sopra due voci italiane,"Leopardi, Giacomo",800,Trattati,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::sopra due voci italiane,selected,bibit000290,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000290,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000290
bibit000629,136184,Sopra un sepolcro aperto da un aratore,"Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::sopra un sepolcro aperto da un aratore,selected,bibit000629,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit000629,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000629
bibit001598,138016,Storia dell'astronomia,"Leopardi, Giacomo",800,Trattati,ita,Lexis progetti editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::storia dell astronomia,selected,bibit001598,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001598,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001598
bibit000324,135600,Storia di un'anima,"Leopardi, Giacomo",800,Memorialistica,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::storia di un anima,selected,bibit000324,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,276112,69028,92038,http://www.bibliotecaitaliana.it/scheda/bibit000324,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000324
bibit001285,137426,Sull'Eusebio del Mai,"Leopardi, Giacomo",800,Trattati,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::sull eusebio del mai,selected,bibit001285,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001285,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001285
bibit001059,137002,"Supplemento al progetto di varie opere: Il primo delitto, o la vergine guasta","Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::supplemento al progetto di varie opere il primo delitto o la vergine guasta,selected,bibit001059,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit001059,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001059
bibit000397,135736,Telesilla,"Leopardi, Giacomo",800,Letteratura teatrale,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::telesilla,selected,bibit000397,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,82753,20688,27585,http://www.bibliotecaitaliana.it/scheda/bibit000397,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000397
bibit000995,136882,Titanomachia di Esiodo,"Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::titanomachia di esiodo,selected,bibit000995,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit000995,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000995
bibit001511,137852,Traduzioni dall'Eneide,"Leopardi, Giacomo",800,"Commenti, traduzioni e volgarizzamenti",ita,"Serra, Fabrizio",Bologna,1975,IT\ICCU\RAV\0101234,leopardi giacomo::traduzioni dall eneide,selected,bibit001511,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,47132,11783,15711,http://www.bibliotecaitaliana.it/scheda/bibit001511,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001511
bibit001333,137514,Traduzioni poetiche varie,"Leopardi, Giacomo",800,Traduzioni e volgarizzamenti,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::traduzioni poetiche varie,selected,bibit001333,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,11179,2794,3727,http://www.bibliotecaitaliana.it/scheda/bibit001333,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001333
bibit000786,136482,Trattato del sublime,"Leopardi, Giacomo",800,Traduzioni e volgarizzamenti,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::trattato del sublime,selected,bibit000786,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,23924,5981,7975,http://www.bibliotecaitaliana.it/scheda/bibit000786,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000786
bibit001190,137250,Versi (ed. Bologna 1826),"Leopardi, Giacomo",800,Poesia,ita,Lexis Progetti Editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::versi ed bologna 1826,selected,bibit001190,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit001190,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001190
bibit001704,138218,Volgarizzamento da Luciano,"Leopardi, Giacomo",800,"Commenti, traduzioni e volgarizzamenti",ita,Lexis progetti editoriali,Roma,1998,IT\ICCU\UFI\0295804,leopardi giacomo::volgarizzamento da luciano,selected,bibit001704,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,3635,908,1212,http://www.bibliotecaitaliana.it/scheda/bibit001704,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001704
bibit001705,138220,Zibaldone di pensieri,"Leopardi, Giacomo",800,Memorialistica,ita,Garzanti,Milano,1991,IT\ICCU\CFI\0261692,leopardi giacomo::zibaldone di pensieri,selected,bibit001705,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,5795448,1448862,1931816,http://www.bibliotecaitaliana.it/scheda/bibit001705,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001705
bibit001644,138104,Lettere ai figli esuli,"Macinghi Strozzi, Alessandra",800,Lettere ed epistolari,ita,Garzanti,Milano,1987,IT\ICCU\CFI\0138214,macinghi strozzi alessandra::lettere ai figli esuli,selected,bibit001644,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,387298,96824,129100,http://www.bibliotecaitaliana.it/scheda/bibit001644,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001644
bibit000620,136166,Adelchi,"Manzoni, Alessandro",800,Letteratura teatrale,ita,Sansoni,Firenze,1958,IT\ICCU\MOD\0202194,manzoni alessandro::adelchi,selected,bibit000620,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,90234,22558,30078,http://www.bibliotecaitaliana.it/scheda/bibit000620,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000620
bibit000572,136072,Appunti per Spartaco,"Manzoni, Alessandro",800,Letteratura teatrale,ita,Utet,Torino,2002,IT\ICCU\MOL\0004036,manzoni alessandro::appunti per spartaco,selected,bibit000572,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,82753,20688,27585,http://www.bibliotecaitaliana.it/scheda/bibit000572,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000572
bibit000714,136346,Avviso per la traduzione dell'Essai sur l'indifférence en matière de religion dell'abate Lamennais,"Manzoni, Alessandro",800,Trattati,ita,Mondadori,Milano,1963,IT\ICCU\MIL\0022386,manzoni alessandro::avviso per la traduzione dell essai sur l indifference en matiere de religion dell abate lamennais,selected,bibit000714,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000714,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000714
bibit001488,137808,Del romanzo storico,"Manzoni, Alessandro",800,Trattati,ita,Mondadori,Milano,1991,IT\ICCU\MIL\0044166,manzoni alessandro::del romanzo storico,selected,bibit001488,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001488,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001488
bibit000753,136420,Dell'indipendenza dell'Italia,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\CFI\0468176,manzoni alessandro::dell indipendenza dell italia,selected,bibit000753,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000753,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000753
bibit001568,137960,Dell'invenzione. Dialogo,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2004,IT\ICCU\MIL\0637523,manzoni alessandro::dell invenzione dialogo,selected,bibit001568,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001568,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001568
bibit001465,137764,Dell'unità della lingua e dei mezzi di diffonderla,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\RAV\0727030,manzoni alessandro::dell unita della lingua e dei mezzi di diffonderla,selected,bibit001465,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001465,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001465
bibit001453,137742,Dell'unità della lingua. Appendice alla relazione,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\RAV\0727030,manzoni alessandro::dell unita della lingua appendice alla relazione,selected,bibit001453,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001453,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001453
bibit000965,136822,Della lingua italiana. Quinta redazione e appendice.,"Manzoni, Alessandro",800,Trattati,ita,A.Mondadori,Milano,1954,IT\ICCU\SBL\0575562,manzoni alessandro::della lingua italiana quinta redazione e appendice,selected,bibit000965,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000965,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000965
bibit000437,135814,Della moralità delle opere tragiche,"Manzoni, Alessandro",800,Trattati,ita,Mondadori,Milano,1991,IT\ICCU\MIL\0044166,manzoni alessandro::della moralita delle opere tragiche,selected,bibit000437,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000437,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000437
bibit001237,137336,Della parte che possa competere agli scrittori nelle lingue,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\RAV\0727030,manzoni alessandro::della parte che possa competere agli scrittori nelle lingue,selected,bibit001237,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001237,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001237
bibit001170,137210,Di alcuni modi di dire opposti alle regole ricevute,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\CFI\0468180,manzoni alessandro::di alcuni modi di dire opposti alle regole ricevute,selected,bibit001170,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit001170,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001170
bibit000975,136842,Discorso sopra alcuni punti della storia longobardica in Italia,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2005,IT\ICCU\MIL\0666606,manzoni alessandro::discorso sopra alcuni punti della storia longobardica in italia,selected,bibit000975,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000975,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000975
bibit000897,136696,Epistolario. Carteggio A. Manzoni - A.Rosmini,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Centro nazionale studi manzoniani,Milano,2003,IT\ICCU\LO1\0790352,manzoni alessandro::epistolario carteggio a manzoni a rosmini,selected,bibit000897,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit000897,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000897
bibit001398,137634,Epistolario. Carteggio A. Manzoni-C. Fauriel,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\CFI\0468183,manzoni alessandro::epistolario carteggio a manzoni c fauriel,selected,bibit001398,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit001398,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001398
bibit000303,135560,Epistolario. Lettere dal 1803 al 1832,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Mondadori,Milano,1970,IT\ICCU\MIL\0675704,manzoni alessandro::epistolario lettere dal 1803 al 1832,selected,bibit000303,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit000303,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000303
bibit000600,136128,Epistolario. Lettere dal 1833 al 1853,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Mondadori,Milano,1970,IT\ICCU\MIL\0022399,manzoni alessandro::epistolario lettere dal 1833 al 1853,selected,bibit000600,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit000600,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000600
bibit000925,136752,Epistolario. Lettere dal 1854 al 1873,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Mondadori,Milano,1970,IT\ICCU\MIL\0022400,manzoni alessandro::epistolario lettere dal 1854 al 1873,selected,bibit000925,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit000925,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000925
bibit000431,135804,Fermo e Lucia,"Manzoni, Alessandro",800,Narrativa,ita,Einaudi,Torino,1971,IT\ICCU\LO1\0260568,manzoni alessandro::fermo e lucia,selected,bibit000431,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,495550,123887,165184,http://www.bibliotecaitaliana.it/scheda/bibit000431,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000431
bibit000598,136124,Frammenti di un libro d'avanzo,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\CFI\0468180,manzoni alessandro::frammenti di un libro d avanzo,selected,bibit000598,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000598,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000598
bibit000612,136150,Il conte di Carmagnola,"Manzoni, Alessandro",800,Letteratura teatrale,ita,Sansoni,Firenze,1958,IT\ICCU\MOD\0202194,manzoni alessandro::il conte di carmagnola,selected,bibit000612,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,81389,20347,27130,http://www.bibliotecaitaliana.it/scheda/bibit000612,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000612
bibit001364,137572,Indipendenza politica e liberismo economico,"Manzoni, Alessandro",800,Testi storici e storiografici,ita,Mondadori,Milano,1963,IT\ICCU\MIL\0022389,manzoni alessandro::indipendenza politica e liberismo economico,selected,bibit001364,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,296376,74094,98792,http://www.bibliotecaitaliana.it/scheda/bibit001364,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001364
bibit000695,136312,Inni e Odi,"Manzoni, Alessandro",800,Poesia,ita,Einaudi,Torino,1976,IT\ICCU\MOD\0089614,manzoni alessandro::inni e odi,selected,bibit000695,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,79778,19944,26593,http://www.bibliotecaitaliana.it/scheda/bibit000695,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000695
bibit000403,135748,L'unità dell'Italia e la quadratura del circolo,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Mondadori,Milano,1963,IT\ICCU\MIL\0022389,manzoni alessandro::l unita dell italia e la quadratura del circolo,selected,bibit000403,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit000403,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000403
bibit000986,136864,La Rivoluzione francese del 1789 e la rivoluzione italiana del 1859. Saggio comparativo,"Manzoni, Alessandro",800,Trattati,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\CFI\0468176,manzoni alessandro::la rivoluzione francese del 1789 e la rivoluzione italiana del 1859 saggio comparativo,selected,bibit000986,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,28941,7235,9647,http://www.bibliotecaitaliana.it/scheda/bibit000986,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000986
bibit001533,137894,Lettera a Rosmini Sul Piacere,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Centro nazionale studi manzoniani,Milano,2004,IT\ICCU\MIL\0637523,manzoni alessandro::lettera a rosmini sul piacere,selected,bibit001533,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit001533,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001533
bibit000322,135598,Lettera ad Alphonse de Lamartine,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Mondadori,Milano,1963,IT\ICCU\MIL\0022389,manzoni alessandro::lettera ad alphonse de lamartine,selected,bibit000322,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit000322,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000322
bibit000797,136504,Lettera ad Antonio Cesari,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\CFI\0468180,manzoni alessandro::lettera ad antonio cesari,selected,bibit000797,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit000797,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000797
bibit001494,137820,Lettera al Casanova,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\RAV\0727030,manzoni alessandro::lettera al casanova,selected,bibit001494,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit001494,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001494
bibit001578,137976,Lettera al s. prof. Girolamo Boccardo,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Mondadori,Milano,1991,IT\ICCU\MIL\0044166,manzoni alessandro::lettera al s prof girolamo boccardo,selected,bibit001578,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit001578,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001578
bibit001392,137622,Lettera intorno al libro De vulgari eloquio,"Manzoni, Alessandro",800,Lettere ed epistolari,ita,Centro nazionale studi manzoniani,Milano,2000,IT\ICCU\RAV\0727030,manzoni alessandro::lettera intorno al libro de vulgari eloquio,selected,bibit001392,nineteenth_century_bridge,selected standard-literary Ottocento bridge candidate; final mixture share must be capped,621027,155256,207009,http://www.bibliotecaitaliana.it/scheda/bibit001392,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001392
