ebook_id,title,authors,author_birth_years,author_death_years,languages,subjects,bookshelves,download_count,copyright,media_type,landing_page_url,plain_text_url,preliminary_role,period_bucket,inventory_status,genre_evidence,period_evidence,language_variety_evidence,translation_evidence,existing_project_source_ids,possible_existing_work_matches,intra_gutenberg_duplicate_ids,notes
32264,Acquazzoni in montagna: Commedia in due atti,"Giacosa, Giuseppe",1847,1906,it,Italian drama,Category: Humour;Category: Plays/Films/Dramas;IT Teatro in prosa,266,False,Text,https://www.gutenberg.org/ebooks/32264,https://www.gutenberg.org/ebooks/32264.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1906,,,,,,Metadata-only role; full-text and edition audit required before activation.
37933,Lui lei lui,"Bracco, Roberto",1861,1943,it,Italian drama,Category: Humour;Category: Plays/Films/Dramas;IT Teatro in prosa,266,False,Text,https://www.gutenberg.org/ebooks/37933,https://www.gutenberg.org/ebooks/37933.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1943,,,,,,Metadata-only role; full-text and edition audit required before activation.
42387,Casta diva,"Rovetta, Gerolamo",1854,1910,it,Italian fiction,Category: Novels;IT Romanzi,266,False,Text,https://www.gutenberg.org/ebooks/42387,https://www.gutenberg.org/ebooks/42387.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1910,,,,,,Metadata-only role; full-text and edition audit required before activation.
43803,"Storia delle repubbliche italiane dei secoli di mezzo, v. 04 (of 16)","Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",1773,1842,it,Italy -- History,Category: History - European;Category: History - Medieval/Middle Ages;IT Storia,266,False,Text,https://www.gutenberg.org/ebooks/43803,https://www.gutenberg.org/ebooks/43803.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1842,,,,,,Metadata-only role; full-text and edition audit required before activation.
45594,Sotto il velame: Saggio di un'interpretazione generale del poema sacro,"Pascoli, Giovanni",1855,1912,it,"Dante Alighieri, 1265-1321. Divina commedia","Category: Essays, Letters & Speeches;Category: Philosophy & Ethics;IT Letteratura",266,False,Text,https://www.gutenberg.org/ebooks/45594,https://www.gutenberg.org/ebooks/45594.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,poema,latest catalog author death year=1912,,,,,,Metadata-only role; full-text and edition audit required before activation.
47891,Veronica Cybo,"Guerrazzi, Francesco Domenico",1804,1873,it,Italian fiction -- 19th century,Category: Historical Novels;IT Romanzi storici,266,False,Text,https://www.gutenberg.org/ebooks/47891,https://www.gutenberg.org/ebooks/47891.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1873,,,,,,Metadata-only role; full-text and edition audit required before activation.
58615,Lirica,"Vivanti, Annie",1866,1942,it,Italian poetry,Category: Poetry;IT Poesia,266,False,Text,https://www.gutenberg.org/ebooks/58615,https://www.gutenberg.org/ebooks/58615.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,Lirica,latest catalog author death year=1942,,,,,,Metadata-only role; full-text and edition audit required before activation.
74100,La straniera : $b Novelle e teatro,"Calandra, Edoardo",1852,1911,it,"Italian drama -- 20th century;Italian fiction -- 20th century;Short stories, Italian",Category: Historical Novels;Category: Novels,266,False,Text,https://www.gutenberg.org/ebooks/74100,https://www.gutenberg.org/ebooks/74100.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1911,,,,,,Metadata-only role; full-text and edition audit required before activation.
74185,"Racconti umoristici, vol. 1/2","Cagna, Achille Giovanni",1847,1931,it,Humorous stories;Italian fiction -- 19th century,Category: Humour;Category: Short Stories,266,False,Text,https://www.gutenberg.org/ebooks/74185,https://www.gutenberg.org/ebooks/74185.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1931,,,,,,Metadata-only role; full-text and edition audit required before activation.
33866,La zampa del gatto: Teatro in prosa vol. II,"Giacosa, Giuseppe",1847,1906,it,Comedy plays;Italian drama -- 19th century,Category: Humour;Category: Plays/Films/Dramas;IT Teatro in prosa,265,False,Text,https://www.gutenberg.org/ebooks/33866,https://www.gutenberg.org/ebooks/33866.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1906,,,,,,Metadata-only role; full-text and edition audit required before activation.
44763,Gli animali alla guerra,"Caprin, Giulio",1880,1958,it,"Animals -- War use;World War, 1914-1918 -- Anecdotes",Category: Novels;IT Romanzi,265,False,Text,https://www.gutenberg.org/ebooks/44763,https://www.gutenberg.org/ebooks/44763.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1958,,,,,,Metadata-only role; full-text and edition audit required before activation.
46726,"La plebe, parte IV","Bersezio, Vittorio",1830,1900,it,Italian fiction -- 19th century,Category: Novels;IT Romanzi,265,False,Text,https://www.gutenberg.org/ebooks/46726,https://www.gutenberg.org/ebooks/46726.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1900,,,,,,Metadata-only role; full-text and edition audit required before activation.
59903,Nuovi versi,"Betteloni, Vittorio",1840,1910,it,Italian poetry -- 19th century,Category: Poetry;IT Poesia,265,False,Text,https://www.gutenberg.org/ebooks/59903,https://www.gutenberg.org/ebooks/59903.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,versi,latest catalog author death year=1910,,,,,,Metadata-only role; full-text and edition audit required before activation.
75881,Il quaderno della zia : $b novella,"Castelnuovo, Enrico",1839,1915,it,Italian fiction -- 19th century,Category: Novels,265,False,Text,https://www.gutenberg.org/ebooks/75881,https://www.gutenberg.org/ebooks/75881.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
76715,La signora Inger di Östrot,"Ibsen, Henrik",1828,1906,it,"Inger Ottesdater, -1555 -- Drama",Category: Classics of Literature;Category: Plays/Films/Dramas,265,False,Text,https://www.gutenberg.org/ebooks/76715,https://www.gutenberg.org/ebooks/76715.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1906,,,,,,Metadata-only role; full-text and edition audit required before activation.
77533,Gian Gabriele Borkman : $b dramma in quattro atti,"Ibsen, Henrik",1828,1906,it,Norwegian drama -- Translations into Italian,,265,False,Text,https://www.gutenberg.org/ebooks/77533,https://www.gutenberg.org/ebooks/77533.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_translation_edition_date,,latest catalog author death year=1906,,Translations into Italian,,,,Metadata-only role; full-text and edition audit required before activation.
42608,"Nuove ""Paesane""","Capuana, Luigi",1839,1915,it,"Fiction;Short stories, Italian",Category: Short Stories;IT Racconti,264,False,Text,https://www.gutenberg.org/ebooks/42608,https://www.gutenberg.org/ebooks/42608.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
42775,"Il secolo che muore, vol. I","Guerrazzi, Francesco Domenico",1804,1873,it,Fiction,Category: Historical Novels;Category: Novels;IT Romanzi,264,False,Text,https://www.gutenberg.org/ebooks/42775,https://www.gutenberg.org/ebooks/42775.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1873,,,,,,Metadata-only role; full-text and edition audit required before activation.
75269,La Palingenesi di Roma : $b (da Livio a Machiavelli),"Ferrero, Guglielmo;Ferrero, Leo",1871;1903,1942;1933,it,Rome (Italy) -- Civilization,Category: History - Ancient;Category: History - European;Category: Philosophy & Ethics,264,False,Text,https://www.gutenberg.org/ebooks/75269,https://www.gutenberg.org/ebooks/75269.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1942,,,,,,Metadata-only role; full-text and edition audit required before activation.
17836,Nel paese dei dollari: Tre anni a New-York,"Rossi, Adolfo",1857,1921,it,Italians -- New York (State) -- New York;New York (N.Y.) -- Social life and customs -- 19th century,Category: American Literature;Category: Novels;IT Viaggi,263,False,Text,https://www.gutenberg.org/ebooks/17836,https://www.gutenberg.org/ebooks/17836.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1921,,,,,,Metadata-only role; full-text and edition audit required before activation.
42976,Nozze d'oro: romanzo,"Castelnuovo, Enrico",1839,1915,it,Fiction,Category: Novels;IT Romanzi,263,False,Text,https://www.gutenberg.org/ebooks/42976,https://www.gutenberg.org/ebooks/42976.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
43804,"Storia delle repubbliche italiane dei secoli di mezzo, v. 05 (of 16)","Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",1773,1842,it,Italy -- History,Category: History - European;Category: History - Medieval/Middle Ages;IT Storia,263,False,Text,https://www.gutenberg.org/ebooks/43804,https://www.gutenberg.org/ebooks/43804.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1842,,,,,,Metadata-only role; full-text and edition audit required before activation.
28231,Ninnoli,"Rovetta, Gerolamo",1854,1910,it,"Italian fiction -- 19th century;Short stories, Italian",Category: Novels;IT Romanzi,262,False,Text,https://www.gutenberg.org/ebooks/28231,https://www.gutenberg.org/ebooks/28231.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1910,,,,,,Metadata-only role; full-text and edition audit required before activation.
34640,Il pedante: Commedie del Cinquecento,"Belo, Francesco",,,it,Italian drama (Comedy),Category: Humour;Category: Plays/Films/Dramas;IT Teatro in prosa,262,False,Text,https://www.gutenberg.org/ebooks/34640,https://www.gutenberg.org/ebooks/34640.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
70932,L'antica madre,"Beltramelli, Antonio",1874,1930,it,"Italian fiction;Short stories, Italian",Category: Novels,262,False,Text,https://www.gutenberg.org/ebooks/70932,https://www.gutenberg.org/ebooks/70932.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1930,,,,,,Metadata-only role; full-text and edition audit required before activation.
73094,I ragazzi d'una volta e i ragazzi d'adesso,"Colombi, marchesa",1840,1920,it,"Children -- Italy -- Juvenile fiction;Children's stories, Italian","Category: Essays, Letters & Speeches;Category: Parenthood & Family Relations",262,False,Text,https://www.gutenberg.org/ebooks/73094,https://www.gutenberg.org/ebooks/73094.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1920,,,,,,Metadata-only role; full-text and edition audit required before activation.
77492,La separazione : $b commedia in quattro atti,"Ferrari, Paolo",1822,1889,it,Comedy plays;Italian drama -- 19th century,,262,False,Text,https://www.gutenberg.org/ebooks/77492,https://www.gutenberg.org/ebooks/77492.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1889,,,,,,Metadata-only role; full-text and edition audit required before activation.
78396,"La figlia d'un ghibellino, vol. 1/2 : $b Romanzo storico risguardante Milano al cominciare del secolo XV","Campiglio, Giovanni",1804,1854,it,Historical fiction;Milan (Italy) -- History -- To 1535 -- Fiction,,262,False,Text,https://www.gutenberg.org/ebooks/78396,https://www.gutenberg.org/ebooks/78396.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1854,,,,,,Metadata-only role; full-text and edition audit required before activation.
72596,Ad oltranza : $b commedia in 4 atti,"Calandra, Edoardo",1852,1911,it,Italian drama -- 19th century,Category: Plays/Films/Dramas,261,False,Text,https://www.gutenberg.org/ebooks/72596,https://www.gutenberg.org/ebooks/72596.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1911,,,,,,Metadata-only role; full-text and edition audit required before activation.
27369,Spasimo,"De Roberto, Federico",1861,1927,it,Italian fiction,"Category: Crime, Thrillers and Mystery;Category: Novels;IT Romanzi",260,False,Text,https://www.gutenberg.org/ebooks/27369,https://www.gutenberg.org/ebooks/27369.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1927,,,,,,Metadata-only role; full-text and edition audit required before activation.
44365,"Storia delle repubbliche italiane dei secoli di mezzo, v. 16 (of 16)","Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",1773,1842,it,Italy -- History,Category: History - European;Category: History - Medieval/Middle Ages;Category: History - Warfare;IT Storia,260,False,Text,https://www.gutenberg.org/ebooks/44365,https://www.gutenberg.org/ebooks/44365.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1842,,,,,,Metadata-only role; full-text and edition audit required before activation.
74414,Medaglioni,"Nencioni, Enrico",1837,1896,it,"Arnould, Madeleine Sophie, 1744-1803;Browning, Elizabeth Barrett, 1806-1861;Carlyle, Jane Welsh, 1801-1866;Du Barry, Jeanne Bécu, comtesse, 1743-1793;Guiccioli, Teresa, contessa di, 1800-1873;Krüdener, Barbara Juliane, Freifrau von, 1764-1824;Lespinasse, Julie de, 1732-1776;Pompadour, Jeanne Antoinette Poisson, marquise de, 1721-1764;Rachel, 1821?-1858;Rousseau, Jean-Jacques, 1712-1778 -- Relations with women;Women -- Biography",Category: Biographies;Category: Gender & Sexuality Studies;Category: History - European,260,False,Text,https://www.gutenberg.org/ebooks/74414,https://www.gutenberg.org/ebooks/74414.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1896,,,,,,Metadata-only role; full-text and edition audit required before activation.
77044,"Una misura eccezionale dei Romani, Il senatus-consultum ultimum : $b (studio di storia e di diritto pubblico romano)","Barbagallo, Corrado",1877,1952,it,Roman law -- History;Senatus consulta,Category: History - Ancient;Category: Law & Criminology;Category: Politics,260,False,Text,https://www.gutenberg.org/ebooks/77044,https://www.gutenberg.org/ebooks/77044.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1952,,,,,,Metadata-only role; full-text and edition audit required before activation.
29873,Mattinate napoletane,"Di Giacomo, Salvatore",1860,1934,it,"Short stories, Italian",Category: Short Stories;IT Racconti,259,False,Text,https://www.gutenberg.org/ebooks/29873,https://www.gutenberg.org/ebooks/29873.txt.utf-8,language_variety_review_required,author_died_after_1900_review,review_language_variety_before_download,,latest catalog author death year=1934,"known dialect-literature author: Di Giacomo, Salvatore",,,,,Metadata-only role; full-text and edition audit required before activation.
41281,Il perduto amore,"Fracchia, Umberto",1889,1930,it,Italian fiction,Category: Novels;IT Romanzi,259,False,Text,https://www.gutenberg.org/ebooks/41281,https://www.gutenberg.org/ebooks/41281.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1930,,,,,,Metadata-only role; full-text and edition audit required before activation.
49346,"Nerone: commedia in cinque atti ed in versi, con prologo e note storiche","Cossa, Pietro",1830,1881,it,"Nero, Emperor of Rome, 37-68 -- Drama","Category: Mythology, Legends & Folklore;Category: Plays/Films/Dramas;IT Teatro in versi",259,False,Text,https://www.gutenberg.org/ebooks/49346,https://www.gutenberg.org/ebooks/49346.txt.utf-8,historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,audit_then_deduplicate,versi,latest catalog author death year=1881,,,,,,Metadata-only role; full-text and edition audit required before activation.
58372,Le Università italiane nel Medio Evo,"Coppi, Ettore",1854,1896,it,"Education, Medieval;Universities and colleges -- Italy",Category: History - Medieval/Middle Ages;Category: History - Schools & Universities;IT Storia,259,False,Text,https://www.gutenberg.org/ebooks/58372,https://www.gutenberg.org/ebooks/58372.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1896,,,,,,Metadata-only role; full-text and edition audit required before activation.
61849,Dalla spuma del mare,"Farina, Salvatore",1846,1918,it,Italian fiction -- 19th century,Category: Novels;IT Romanzi,259,False,Text,https://www.gutenberg.org/ebooks/61849,https://www.gutenberg.org/ebooks/61849.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.
71232,Ricordi d'un viaggio in Sicilia,"De Amicis, Edmondo",1846,1908,it,Sicily (Italy) -- Description and travel,Category: Travel Writing,259,False,Text,https://www.gutenberg.org/ebooks/71232,https://www.gutenberg.org/ebooks/71232.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.
75714,Racconti incredibili e credibili,"Panzacchi, Enrico",1840,1904,it,"Italian fiction -- 19th century;Short stories, Italian",Category: Short Stories,259,False,Text,https://www.gutenberg.org/ebooks/75714,https://www.gutenberg.org/ebooks/75714.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1904,,,,,,Metadata-only role; full-text and edition audit required before activation.
43244,Dante e gli Ebrei: Studio,"Servi, Flaminio",,,it,"Dante Alighieri, 1265-1321 -- Characters -- Jews;Jews in literature",Category: Archaeology & Anthropology;Category: History - Medieval/Middle Ages;Category: Poetry;IT Letteratura,258,False,Text,https://www.gutenberg.org/ebooks/43244,https://www.gutenberg.org/ebooks/43244.txt.utf-8,historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,Poetry,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
56352,Mastro da Ballo,"Santucci Perugino, Ercole",,,it,Dance -- Early works to 1800;Dance -- Italy -- History -- 17th century -- Sources,Category: How To ...;Category: Sports/Hobbies;IT Miscellanea,258,False,Text,https://www.gutenberg.org/ebooks/56352,https://www.gutenberg.org/ebooks/56352.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
61822,Alleluja: dramma in tre atti,"Praga, Marco",1862,1929,it,Italian drama -- 19th century,Category: Plays/Films/Dramas;IT Teatro in prosa,258,False,Text,https://www.gutenberg.org/ebooks/61822,https://www.gutenberg.org/ebooks/61822.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.
76090,"Memorie di Emma Lyonna, vol. 2/8","Dumas, Alexandre",1802,1870,it,"French fiction -- Translations into Italian;Hamilton, Emma, Lady, 1765-1815 -- Fiction",Category: French Literature;Category: Historical Novels;Category: Novels;Category: Romance,258,False,Text,https://www.gutenberg.org/ebooks/76090,https://www.gutenberg.org/ebooks/76090.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,review_translation_edition_date,,latest catalog author death year=1870,,Translations into Italian,,,,Metadata-only role; full-text and edition audit required before activation.
77118,La figlia di Jefte : $b commedia in un atto,"Cavallotti, Felice",1842,1898,it,Italian drama -- 19th century,,258,False,Text,https://www.gutenberg.org/ebooks/77118,https://www.gutenberg.org/ebooks/77118.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1898,,,,,,Metadata-only role; full-text and edition audit required before activation.
19886,Fiore di leggende: Cantari antichi I - cantari leggendari,,,,it,Italian poetry,"Category: Adventure;Category: Mythology, Legends & Folklore;IT Poesia",257,False,Text,https://www.gutenberg.org/ebooks/19886,https://www.gutenberg.org/ebooks/19886.txt.utf-8,historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,poetry,no author dates in catalog metadata,,,,,,Metadata-only role; full-text and edition audit required before activation.
27158,Il peccato di Loreta,"Boccardi, Alberto",1854,1921,it,Fiction,Category: Novels;IT Romanzi,257,False,Text,https://www.gutenberg.org/ebooks/27158,https://www.gutenberg.org/ebooks/27158.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1921,,,,,,Metadata-only role; full-text and edition audit required before activation.
27359,Rassegnazione: Romanzo,"Capuana, Luigi",1839,1915,it,Fiction,Category: Novels;IT Romanzi,257,False,Text,https://www.gutenberg.org/ebooks/27359,https://www.gutenberg.org/ebooks/27359.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
32599,Il dolore nell'arte: discorso,"Fogazzaro, Antonio",1842,1911,it,Art;Grief,Category: Art;Category: Philosophy & Ethics;IT Filosofia,257,False,Text,https://www.gutenberg.org/ebooks/32599,https://www.gutenberg.org/ebooks/32599.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1911,,,,,,Metadata-only role; full-text and edition audit required before activation.
43689,"Storia delle repubbliche italiane dei secoli di mezzo, v. 01 (of 16)","Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",1773,1842,it,Italy -- History,Category: History - European;Category: History - Medieval/Middle Ages;IT Storia,257,False,Text,https://www.gutenberg.org/ebooks/43689,https://www.gutenberg.org/ebooks/43689.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1842,,,,,,Metadata-only role; full-text and edition audit required before activation.
71041,Sorrisi di gioventù : $b Ricordi e note,"Barrili, Anton Giulio",1836,1908,it,"Authors, Italian -- 19th century -- Biography;Autobiographies;Barrili, Antonio Giulio, 1836-1908",Category: Biographies,257,False,Text,https://www.gutenberg.org/ebooks/71041,https://www.gutenberg.org/ebooks/71041.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.
72382,Racconti storici,"Bazzoni, Giambattista",1803,1850,it,"Historical fiction;Italian fiction -- 19th century;Short stories, Italian",Category: Historical Novels;Category: Short Stories,257,False,Text,https://www.gutenberg.org/ebooks/72382,https://www.gutenberg.org/ebooks/72382.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1850,,,,,,Metadata-only role; full-text and edition audit required before activation.
27979,La freccia nel fianco,"Zùccoli, Luciano",1868,1929,it,Italian fiction -- 20th century,Category: Novels;IT Romanzi,256,False,Text,https://www.gutenberg.org/ebooks/27979,https://www.gutenberg.org/ebooks/27979.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.
43184,La trasformazione sociale: La vita italiana durante la Rivoluzione francese e l'Impero,"Nitti, Francesco Saverio",1868,1953,it,France -- History -- 1789-1815;Italy -- Civilization;Italy -- History -- 1789-1815;Italy -- Social conditions,Category: History - European;Category: History - Modern (1750+);Category: Sociology;IT Storia,256,False,Text,https://www.gutenberg.org/ebooks/43184,https://www.gutenberg.org/ebooks/43184.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1953,,,,,,Metadata-only role; full-text and edition audit required before activation.
57951,Lanterna,"Palazzeschi, Aldo",1885,1974,it,Italian poetry -- 20th century,Category: Poetry;IT Poesia,256,False,Text,https://www.gutenberg.org/ebooks/57951,https://www.gutenberg.org/ebooks/57951.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,poetry,latest catalog author death year=1974,,,,,,Metadata-only role; full-text and edition audit required before activation.
61585,Gli Uomini Rossi: Romanzo,"Beltramelli, Antonio",1874,1930,it,Italian fiction -- 20th century,Category: Novels;IT Romanzi,256,False,Text,https://www.gutenberg.org/ebooks/61585,https://www.gutenberg.org/ebooks/61585.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1930,,,,,,Metadata-only role; full-text and edition audit required before activation.
70792,Pe' belli occhi della gloria : $b Scene quasi vere,"Farina, Salvatore",1846,1918,it,Italian fiction -- 19th century,Category: Novels,256,False,Text,https://www.gutenberg.org/ebooks/70792,https://www.gutenberg.org/ebooks/70792.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.
70925,Candaule,"Sacchetti, Roberto",1847,1881,it,"Italian fiction -- 19th century;Short stories, Italian",Category: Novels,256,False,Text,https://www.gutenberg.org/ebooks/70925,https://www.gutenberg.org/ebooks/70925.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1881,,,,,,Metadata-only role; full-text and edition audit required before activation.
74218,Il muto di Gallura : $b Racconto storico sardo,"Costa, Enrico",1841,1909,it,Gallura (Italy) -- History -- Fiction,Category: Historical Novels;Category: Novels,256,False,Text,https://www.gutenberg.org/ebooks/74218,https://www.gutenberg.org/ebooks/74218.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1909,,,,,,Metadata-only role; full-text and edition audit required before activation.
76402,"Olimpia; ossia, L'orfana della Selleide : $b romanzo","Mezzanotte, Adolfo",1812,1833,it,Italian fiction -- 19th century,Category: Historical Novels;Category: Romance,256,False,Text,https://www.gutenberg.org/ebooks/76402,https://www.gutenberg.org/ebooks/76402.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1833,,,,,,Metadata-only role; full-text and edition audit required before activation.
65297,L'innesto: Commedia in tre atti,"Pirandello, Luigi",1867,1936,it,Italian drama (Comedy);Italian drama -- 20th century,Category: Plays/Films/Dramas;Nobel Prizes in Literature,255,False,Text,https://www.gutenberg.org/ebooks/65297,https://www.gutenberg.org/ebooks/65297.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1936,,,,,,Metadata-only role; full-text and edition audit required before activation.
76091,"Memorie di Emma Lyonna, vol. 3/8","Dumas, Alexandre",1802,1870,it,"French fiction -- Translations into Italian;Hamilton, Emma, Lady, 1765-1815 -- Fiction",Category: French Literature;Category: Historical Novels,255,False,Text,https://www.gutenberg.org/ebooks/76091,https://www.gutenberg.org/ebooks/76091.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,review_translation_edition_date,,latest catalog author death year=1870,,Translations into Italian,,,,Metadata-only role; full-text and edition audit required before activation.
25614,Ermanno Raeli,"De Roberto, Federico",1861,1927,it,Italian fiction,Category: Novels;IT Romanzi,254,False,Text,https://www.gutenberg.org/ebooks/25614,https://www.gutenberg.org/ebooks/25614.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1927,,,,,,Metadata-only role; full-text and edition audit required before activation.
63272,Il romanzo della morte,"Sperani, Bruno",1839,1923,it,Italian fiction -- 19th century,Category: Novels,254,False,Text,https://www.gutenberg.org/ebooks/63272,https://www.gutenberg.org/ebooks/63272.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1923,,,,,,Metadata-only role; full-text and edition audit required before activation.
73587,La prima donna,"Di Giorgi, Ferdinando",1869,1929,it,"Italian fiction -- 19th century;Short stories, Italian",Category: Novels,254,False,Text,https://www.gutenberg.org/ebooks/73587,https://www.gutenberg.org/ebooks/73587.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.
